书名,图片,评论数,推荐量,作者,出版社,售价,原价,折扣,电子书价格,详情页,more
十万个为什么 快乐读书吧 四年级下册推荐课外阅读 青少版科普 中小学生课外阅读指导丛书 无障碍阅读 21万读者热评！,http://img3m4.ddimg.cn/87/2/26509614-1_l_32.jpg,247099.0,100%,（苏）米 伊林,南方出版社,¥10.20,¥22.80,4.5折,,http://product.dangdang.com/26509614.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]}"
钢铁是怎样炼成的（语文教材“名著导读”经典・八年级下。浙大俄语教师周露依据俄文原版直译）,http://img3m9.ddimg.cn/94/1/24228859-1_l_23.jpg,149456.0,99.9%,[苏]奥斯特洛夫斯基,浙江工商大学出版社,¥11.70,¥26.00,4.5折,¥1.99,http://product.dangdang.com/24228859.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""初中阅读"", ""语文阅读""]]}"
儒林外史(56回全本，内容考证、文字句读全新修订版),http://img3m0.ddimg.cn/88/28/23733160-1_l_9.jpg,326544.0,99.7%,吴敬梓,花山文艺出版社,¥11.30,¥25.00,4.5折,¥0.00,http://product.dangdang.com/23733160.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""中国古典小说""]]}"
崔玉涛育儿百科,http://img3m6.ddimg.cn/60/15/26312676-1_l_21.jpg,129079.0,100%,崔玉涛,中信出版社,¥89.00,¥178.00,5.0折,,http://product.dangdang.com/26312676.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""育儿/早教"", ""育儿百科""]]}"
原则：桥水创始人瑞达利欧作品，半个金融圈、投资界、管理层都在读，比尔・盖茨、张瑞敏、吴晓波、罗辑思维等倾情推荐！,http://img3m9.ddimg.cn/21/7/25204629-1_l_23.jpg,345063.0,100%,[美]瑞・达利欧（Ray Dalio）,中信出版社,¥49.00,¥98.00,5.0折,¥39.99,http://product.dangdang.com/25204629.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""一般管理学"", ""管理学""]]}"
中国国家地理精华 图说天下 国家地理,http://img3m7.ddimg.cn/34/7/22790527-1_l_4.jpg,57908.0,99.9%,<图说天下.国家地理系列>编委会,北京联合出版公司,¥7.60,¥19.90,3.8折,,http://product.dangdang.com/22790527.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""旅游/地图"", ""国内自助旅游指南"", ""国内游(综合)""]]}"
人类简史：从动物到上帝（第十届文津奖作品。颠覆认知，刷新世界观！我们的过去尽在此书！尤瓦尔赫拉利著，新老版封面随机发）,http://img3m9.ddimg.cn/22/7/24186019-1_l_19.jpg,768935.0,99.9%,[以色列] 尤瓦尔・赫拉利（Yuval Noah Harari）,中信出版社,¥34.00,¥68.00,5.0折,¥16.32,http://product.dangdang.com/24186019.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""历史"", ""世界史"", ""世界通史""]]}"
简爱（英国女作家夏洛蒂・勃朗特的长篇小说，翻译家宋兆霖未删节全译本）,http://img3m5.ddimg.cn/91/23/23752765-1_l_14.jpg,276637.0,99.7%,（英）夏洛蒂勃朗特　著，宋兆霖　译,作家出版社,¥13.40,¥29.80,4.5折,¥4.99,http://product.dangdang.com/23752765.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""世界名著"", ""欧洲""]]}"
丰乳肥臀（莫言用情极深的长篇代表作，女性苦难史）,http://img3m7.ddimg.cn/21/9/28531227-1_l_11.jpg,186509.0,100%,莫言,浙江文艺出版社,¥34.50,¥69.00,5.0折,¥29.99,http://product.dangdang.com/28531227.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""中国当代小说""]]}"
他和她的猫（当当专享定制INS风透卡、定制捏脸圆扇、定制甜蜜3D变幻卡，“唧唧的猫”甜蜜电竞题材作品）,http://img3m9.ddimg.cn/5/13/25299059-1_l_37.jpg,108131.0,100%,唧唧的猫著，鲤伴出品，有容书邦发行,江苏凤凰文艺出版社,¥17.50,¥35.00,5.0折,,http://product.dangdang.com/25299059.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""青春文学"", ""青春爱情文学""]]}"
娱乐至死：媒介文化研究大师尼尔・波兹曼经典畅销作品,http://img3m6.ddimg.cn/37/22/23687866-1_l_6.jpg,217826.0,99.7%,（美）波兹曼　著，章艳　译,中信出版社,¥24.20,¥38.00,6.4折,¥19.99,http://product.dangdang.com/23687866.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""社会科学"", ""新闻传播出版"", ""广播/电视/电影""]]}"
时代广场的蟋蟀：麦克米伦世纪大奖小说最新升级版,http://img3m1.ddimg.cn/5/1/29148971-1_l_13.jpg,561752.0,100%,[美]乔治・塞尔登,二十一世纪出版社,¥11.00,¥25.00,4.4折,,http://product.dangdang.com/29148971.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""外国儿童文学"", ""动物小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""经典必读""]]}"
悲惨世界(上下调（上中下）（经典新读，中央编译出版社）,http://img3m7.ddimg.cn/13/15/27912667-1_l_12.jpg,11894.0,99.9%,[法]维克多・雨果 万亭文化 出品,中央编译出版社,¥49.00,¥98.00,5.0折,,http://product.dangdang.com/27912667.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""世界名著"", ""欧洲""]]}"
牧羊少年奇幻之旅（央视《朗读者》、湖南卫视《天天向上》、李现、黄轩、TFBOYS、高圆圆推荐，能改变一个人一生的书）,http://img3m8.ddimg.cn/50/28/25172978-1_l_6.jpg,647891.0,99.9%,（巴西）保罗・柯艾略 著，新经典 出品,北京十月文艺出版社,¥24.10,¥35.00,6.9折,¥24.00,http://product.dangdang.com/25172978.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""社会小说""]]}"
尼尔斯骑鹅旅行记（语文教材“快乐读书吧”六年级下册阅读，翻译家石琴娥译本）,http://img3m8.ddimg.cn/56/19/26315048-1_l_42.jpg,159728.0,100%,（瑞典）塞尔玛・拉格洛夫， 石琴娥译，小当当童书馆 出品,安徽教育出版社,¥9.67,¥24.80,3.9折,,http://product.dangdang.com/26315048.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""语文阅读""]]}"
曹操（易中天长篇历史小说）,http://img3m4.ddimg.cn/84/1/29451594-1_l_9.jpg,47355.0,100%,易中天，果麦文化出品,山东文艺出版社,¥98.00,¥168.00,5.8折,¥132.00,http://product.dangdang.com/29451594.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""历史小说""]]}"
正面管教(修订版),http://img3m0.ddimg.cn/64/6/23990140-1_l_46.jpg,2016083.0,100%,[美] 简・尼尔森,北京联合出版公司,¥18.80,¥38.00,4.9折,,http://product.dangdang.com/23990140.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""亲子/家教"", ""家教方法""]]}"
爆笑小古文漫画版 笑破肚皮 笑掉大牙 哭笑不得 小学生一二三四五六年级课外阅读趣味笑话漫画书（全套3册）,http://img3m1.ddimg.cn/5/21/29447951-1_l_4.jpg,4722.0,100%,哈哈星球,二十一世纪出版社,¥54.00,¥108.00,5.0折,,http://product.dangdang.com/29447951.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]}"
最温柔的教养（130则实用亲子用语范例，治愈童年的自己，温暖孩子的一生）,http://img3m9.ddimg.cn/22/30/29295409-1_l_5.jpg,147964.0,100%,吴恩瑛,中信出版社,¥29.50,¥59.00,5.0折,,http://product.dangdang.com/29295409.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""亲子/家教"", ""家教方法""]]}"
海底两万里（语文教材“名著导读”经典・七年级下。翻译家陈筱卿先生译本）,http://img3m8.ddimg.cn/37/30/25126138-1_l_17.jpg,311823.0,100%,[法]儒勒・凡尔纳 著 陈筱卿 译,浙江工商大学出版社,¥11.30,¥25.00,4.5折,,http://product.dangdang.com/25126138.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""初中阅读"", ""语文阅读""]]}"
经典常谈（《语文》八年级下推荐阅读，附录《唐诗三百首》全面解读，整本书精编精校多条注释无障碍阅读。）,http://img3m9.ddimg.cn/62/8/29196449-1_l_20.jpg,246.0,100%,朱自清,作家出版社,¥11.90,¥28.00,4.3折,,http://product.dangdang.com/29196449.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""中国现当代随笔""]]}"
真希望我父母读过这本书（二十年资历心理治疗师写给父母和孩子的情感沟通书）,http://img3m6.ddimg.cn/54/10/28997946-1_l_17.jpg,148346.0,100%,菲莉帕・佩里（Philippa Perry）,中信出版社,¥24.00,¥48.00,5.0折,¥12.99,http://product.dangdang.com/28997946.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""亲子/家教"", ""亲子关系""]]}"
梁实秋：可能这就是人生吧（十点读书推荐，文学泰斗梁实秋趣味散文选，部分选用人民日报推荐篇目，创作100周年纪念版）,http://img3m4.ddimg.cn/45/20/28996254-1_l_46.jpg,103761.0,100%,梁实秋 著  时代华语 出品,中国友谊出版公司,¥15.00,¥42.00,3.6折,,http://product.dangdang.com/28996254.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""中国现当代随笔""]]}"
三体3死神永生（典藏版）,http://img3m3.ddimg.cn/96/22/23989083-1_l_18.jpg,76957.0,99.9%,刘慈欣，科幻世界出品,重庆出版社,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/23989083.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""科幻小说""]]}"
底层逻辑：看清这个世界的底牌（俞敏洪、董宇辉东方甄选强势推荐）,http://img3m3.ddimg.cn/80/15/29306753-1_l_14.jpg,154713.0,99.9%,刘润,机械工业出版社,¥41.40,¥69.00,6.0折,¥40.00,http://product.dangdang.com/29306753.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""一般管理学"", ""管理学""]]}"
暖房子・屁屁侦探系列（套装共7册）,http://img3m9.ddimg.cn/69/34/29128839-1_l_16.jpg,180788.0,100%,【日】Troll/文、图   禹田文化 出品,海豚出版社,¥63.30,¥115.00,5.5折,,http://product.dangdang.com/29128839.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""绘本/图画书"", ""平装图画书"", ""日韩""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""专注力/记忆力""]]}"
如果历史是一群喵1-11（套装共11册）,http://img3m7.ddimg.cn/89/15/29472587-1_l_10.jpg,12856.0,99.9%,肥志编绘，漫友文化出品,广东旅游出版社,¥455.30,¥637.40,7.1折,,http://product.dangdang.com/29472587.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""动漫/幽默"", ""大陆漫画"", ""历史/传统文化""]]}"
曾许人间第一流:古代诗人骚客的激荡人生（诗词大会总冠军彭敏作品）,http://img3m8.ddimg.cn/7/0/29448448-1_l_22.jpg,5599.0,100%,彭敏 捧读文化出品,百花文艺出版社,¥22.40,¥49.80,4.5折,,http://product.dangdang.com/29448448.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""名家作品""]]}"
梁实秋：人生难得开口笑（虽然辛苦，也要笑着过这滚烫的一生。文坛幽默大师梁实秋诞辰一百二十周年全彩纪念！）,http://img3m6.ddimg.cn/9/29/29416176-1_l_20.jpg,19164.0,100%,梁实秋,中国致公出版社,¥22.50,¥45.00,5.0折,,http://product.dangdang.com/29416176.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""文学"", ""名家作品""]]}"
天堂旅行团（当当专享寄语印签环衬+精编小册子，继《全世界》《云边》之后，张嘉佳新书2021全新长篇力作）,http://img3m1.ddimg.cn/60/31/29288121-1_l_46976.jpg,115556.0,100%,"张嘉佳 著,博集天卷 出品",湖南文艺出版社,¥26.40,¥48.00,5.5折,¥29.99,http://product.dangdang.com/29288121.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""中国当代小说""]]}"
人生由我：比“硅谷钢铁侠”埃隆・马斯克更酷的硬核母亲。励志版“向前一步”,http://img3m1.ddimg.cn/27/28/28970991-1_l_8.jpg,100606.0,100%,[加]梅耶・马斯克（Maye Musk） 著，代晓 译,中信出版社,¥29.50,¥59.00,5.0折,¥12.99,http://product.dangdang.com/28970991.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""女性人物""]]}"
自信的觉醒：从自卑走向自信的必修课,http://img3m6.ddimg.cn/72/26/29334366-1_l_12.jpg,10168.0,100%,R法 著，斯坦威出品,中国友谊出版公司,¥20.70,¥46.00,4.5折,¥23.00,http://product.dangdang.com/29334366.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""心理学"", ""心理百科""]]}"
林徽因传：人生从来都靠自己成全,http://img3m2.ddimg.cn/18/0/26514792-1_l_36.jpg,55571.0,99.9%,程碧 著，捧读文化 出品,河北人民出版社,¥22.60,¥58.00,3.9折,,http://product.dangdang.com/26514792.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""女性人物""]]}"
天才在左 疯子在右(全新完整版),http://img3m2.ddimg.cn/96/32/25285092-1_l_4.jpg,1572063.0,99.9%,高铭 著，磨铁图书 出品,北京联合出版有限公司,¥49.80,¥49.80,10.0折,,http://product.dangdang.com/25285092.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""心理学"", ""心理百科""]]}"
心灵教科书绘本系列：西兰花先生的理发店（教会孩子：敢于打破常规思维，培养创新意识）丁虹绘本馆出品[3-6岁],http://img3m4.ddimg.cn/7/29/29167684-1_l_31.jpg,201170.0,100%,[日] 福田纯子/著绘 丁虹/译,海豚出版社,¥26.30,¥59.80,4.4折,,http://product.dangdang.com/29167684.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""日韩""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""品格培养""]]}"
