书名,图片,评论数,推荐量,作者,出版日期,出版社,售价,原价,折扣,电子书价格,详情页,keys,cates,desc
三国演义幼儿美绘本：全10册（四大名著之一，彩图注音版+有声伴读，好玩有趣的经典名著图画书）,http://img3m9.ddimg.cn/33/6/29204439-1_l_32.jpg,32699.0,100%,［明］罗贯中／著   吕进／改编   厚绘有期／绘 海豚传媒出品,2021-03-10,长江少年儿童出版社,¥83.10,¥199.00,4.2折,,http://product.dangdang.com/29204439.html,"[""开 本：24开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787572112041""]","[[""图书"", ""童书"", ""幼儿启蒙"", ""图画故事""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""经典必读""]]",画给3-8岁孩子的中华经典名著，大字注音，有声伴读， 41款夸张角色，600余张精美插图，29个三国问答，10大智力挑战，以一种超有趣的方式亲近名著经典。（海豚传媒出品）  
流浪的地球（《三体》作者刘慈欣绚丽想象力之作，关乎人类命运共同体的科幻遐想，大人孩子均可阅读。),http://img3m0.ddimg.cn/44/29/25259300-1_l_27.jpg,675103.0,100%,刘慈欣 著，小当当童书馆 出品,2018-05-01,浙江教育出版社,¥14.20,¥29.00,4.9折,,http://product.dangdang.com/25259300.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787553671413""]","[[""图书"", ""童书"", ""中国儿童文学"", ""幻想小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""科幻故事""]]",雨果奖得主刘慈欣著，本书还收录《超新星纪元》《圆圆的肥皂泡》《诗云》等刘慈欣短篇科幻作品  
小英雄雨来 （读经典，悼念不朽的少年英雄，传承红色爱国思想。新版本，手绘精美插图）,http://img3m7.ddimg.cn/25/29/27869317-1_l_14.jpg,96434.0,100%,管桦；小当当童书馆出品,2019-04-01,辽宁少年儿童出版社,¥13.10,¥26.80,4.9折,,http://product.dangdang.com/27869317.html,"[""开 本：128开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787531578598""]","[[""图书"", ""童书"", ""中国儿童文学"", ""成长/校园小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""经典必读""]]",红色经典革命故事，2019年据新版《现汉》修订，用词更准确！一个时代全国少年儿童心目中的英雄传奇。品质保证，大字护眼，阅读不累！  
这就是二十四节气：升级版 全四册(文津图书奖获奖图书，请认准正版，朱永新教授、周成虎院士推荐，畅销500万册),http://img3m2.ddimg.cn/2/21/27950672-1_l_17.jpg,719907.0,99.9%,高春香、邵敏/著；许明振、李婧/绘,2019-11-01,海豚出版社,¥75.00,¥150.00,5.0折,,http://product.dangdang.com/27950672.html,"[""开 本：16开"", ""纸 张：铜版纸"", ""包 装：精装"", ""是否套装：是"", ""国际标准书号ISBN：9787511047595""]","[[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""中国原创""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""少儿国学""]]",(为孩子讲述二十四节气的自然科普图画书。升级版新增《我们这样学习节气》指导手册、花期图海报，扫码即得音视频学习资源)  
我爸爸+我妈妈（全2册）――清华附小推荐经典儿童绘本 ！（启发童书馆出品）,http://img3m0.ddimg.cn/27/8/27913770-1_l_15.jpg,920231.0,99.8%,〔英〕安东尼・布朗 著，启发童书馆 出品,2019-10-01,河北教育出版社,¥44.90,¥79.60,5.6折,,http://product.dangdang.com/27913770.html,"[""开 本：8开"", ""纸 张：胶版纸"", ""包 装：精装"", ""是否套装：是"", ""国际标准书号ISBN：9787543464582""]","[[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""欧美""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""品格培养""]]",★多年入选小学推荐阅读书目★清华附小推荐★邓超微博推荐的绘本上线啦：《我不敢说，我怕被骂》《我喜欢自己》《是谁嗯嗯在我的头上》《爱打嗝的斑马》 邓超微博强烈推荐  新的一年带给孩子更多勇气和自信绘本  
看不见的女性（豆瓣2022年度图书，脱不花、杨澜、梁文道一致推荐！女性生存艰难的原因，就在这本书里）,http://img3m1.ddimg.cn/88/18/29433481-1_l_16.jpg,16681.0,100%,（英）卡罗琳・克里亚多・佩雷斯  著 ，新经典  出品,2022-07-18,新星出版社,¥34.50,¥69.00,5.0折,¥41.40,http://product.dangdang.com/29433481.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787513349611""]","[[""图书"", ""社会科学"", ""社会学"", ""社会生活与社会问题""]]",女性需求为何总被忽视？珍妮特·温特森力荐：这本书没有咆哮，只有事实和数字。在告诉我父权制是想象出来的之前，请你先读读这本书。全·方位揭露遍布日常的隐形歧视，英国书店奖蕞受读者欢迎好书  
小彗星旅行记 注音版(北京天文馆推荐) 2021年出版,http://img3m6.ddimg.cn/18/13/29196306-1_l_19.jpg,83419.0,100%,徐刚 著 绘,2021-02-01,人民邮电出版社,¥19.50,¥39.00,5.0折,¥21.90,http://product.dangdang.com/29196306.html,"[""开 本：大16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787115557209""]","[[""图书"", ""科普读物"", ""宇宙知识""], [""图书"", ""童书"", ""7-10岁"", ""科普/百科""], [""图书"", ""童书"", ""宇宙星空""]]",拼音版，一二年级课外儿童读物，中小学阅读指导目录，寒暑假亲子共读天文科普图书，著名科学家李元爷爷作序，北京天文馆推荐，徐刚著绘 过年不打烊，科技好书五折封顶 
小英雄雨来 红色经典故事 快乐读书吧 六年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 5万多名读者热评！,http://img3m8.ddimg.cn/8/27/27950678-1_l_35.jpg,156705.0,100%,管桦,2019-06-01,南方出版社,¥9.90,¥19.80,5.0折,,http://product.dangdang.com/27950678.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787550154711""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]",新老版本任意发货  
灰尘的旅行 中国科普作品精选 人民教育出版社四年级下册（含上下两本、彩色版~上下册标志在封面书名后，拆塑封可见） 语文教科书配套书目 人教版快乐读书吧,http://img3m0.ddimg.cn/50/19/28521950-1_l_5.jpg,17086.0,100%,曹文轩、陈先云 主编,2020-01-01,人民教育出版社,¥37.50,¥50.00,7.5折,,http://product.dangdang.com/28521950.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787107343858""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]",  
当我们不再理解世界（短经典精选）（国际布克奖、美国国家图书奖短名单作品！《纽约时报书评周刊》年度好书！入选奥巴马夏季阅读书单！）,http://img3m1.ddimg.cn/17/10/29452121-1_l_10.jpg,6020.0,99.9%,[智利] 本哈明・拉巴图特 著，施杰 译,2022-09-01,人民文学出版社,¥29.50,¥59.00,5.0折,,http://product.dangdang.com/29452121.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：软精装"", ""是否套装：否"", ""国际标准书号ISBN：9787020173228""]","[[""图书"", ""小说"", ""外国小说"", ""其他国家""]]",《纽约客》《华尔街日报》等推荐作品！智利青年作家拉巴图特代表作，收录五则以真实历史人物为原型的短篇小说，模糊历史、回忆录、散文和小说的边界，以一种迷幻而冷峻的语言风格，呈现天才与疯狂之间的激烈冲撞！  
科幻世界・三体(一),http://img3m3.ddimg.cn/88/28/20989573-1_l_16.jpg,396182.0,99.9%,刘慈欣，科幻世界出品,2008-01-01,重庆出版社,¥11.50,¥23.00,5.0折,¥12.99,http://product.dangdang.com/20989573.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787536692930""]","[[""图书"", ""小说"", ""科幻小说""]]",《三体》第十八届银河奖特别奖、雨果奖获奖作品，刘慈欣被授予2018年度克拉克想象力服务社会奖，亚洲首位雨果奖得主、十届银河奖得主。  
天才在左 疯子在右(全新完整版),http://img3m2.ddimg.cn/96/32/25285092-1_l_4.jpg,1572063.0,99.9%,高铭 著，磨铁图书 出品,2018-05-01,北京联合出版有限公司,¥49.80,¥49.80,10.0折,,http://product.dangdang.com/25285092.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787559620125""]","[[""图书"", ""心理学"", ""心理百科""]]",高圆圆、陈乔恩、李宇春、胡歌、刘昊然盛情推荐！女神、男神都在看的传奇畅销书！借疯子的策略，唤醒你未知的灵魂！看高智商疯子如何调戏和“羞辱”正常人！  
骑鹅旅行记（《语文》阅读丛书）人民文学出版社,http://img3m4.ddimg.cn/13/19/25287484-1_l_5.jpg,68617.0,100%,（瑞典）塞尔玛・拉格洛芙,2018-06-01,人民文学出版社,¥23.00,¥46.00,5.0折,,http://product.dangdang.com/25287484.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787020139552""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",//版本完善，编校精良，助力成长。  
钢铁是怎样炼成的（语文教材“名著导读”经典・八年级下。浙大俄语教师周露依据俄文原版直译）,http://img3m9.ddimg.cn/94/1/24228859-1_l_23.jpg,149456.0,99.9%,[苏]奥斯特洛夫斯基,2017-04-01,浙江工商大学出版社,¥11.70,¥26.00,4.5折,¥1.99,http://product.dangdang.com/24228859.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787517820659""]","[[""图书"", ""中小学用书"", ""初中阅读"", ""语文阅读""]]",苦难磨练坚韧的意志力和永不言败的精神  
底层逻辑：看清这个世界的底牌（俞敏洪、董宇辉东方甄选强势推荐）,http://img3m3.ddimg.cn/80/15/29306753-1_l_14.jpg,154713.0,99.9%,刘润,2021-10-01,机械工业出版社,¥41.40,¥69.00,6.0折,¥40.00,http://product.dangdang.com/29306753.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787111691020""]","[[""图书"", ""管理"", ""一般管理学"", ""管理学""]]",荣获“全民阅读·书店之选”十佳人文社科作品奖！著名商业顾问刘润为你准备的一整套思维框架，助你启动“开挂人生”。学习底层逻辑，远离竞争、获得指数级成长、聪明地获得财富……在千变万化的复杂世界中如鱼得水。  
【新版】信谊世界精选图画书-爷爷一定有办法,http://img3m0.ddimg.cn/35/28/29148110-1_l_11.jpg,93314.0,100%,[加] 菲比・吉尔曼 著；宋�� 译,2013-04-01,明天出版社,¥25.00,¥42.80,5.8折,,http://product.dangdang.com/29148110.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787533273460""]","[[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""欧美""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""]]",豆瓣网读书频道推荐，创造力与想象力的故事，入选2021小学版亲近母语分级阅读书目  
狼王梦（升级版）/动物小说大王沈石溪・品藏书系,http://img3m9.ddimg.cn/84/5/25309929-1_l_15.jpg,722333.0,99.9%,沈石溪,2018-07-01,浙江少年儿童出版社,¥14.30,¥26.00,5.5折,,http://product.dangdang.com/25309929.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787534256301""]","[[""图书"", ""童书"", ""中国儿童文学"", ""动物小说""], [""图书"", ""童书"", ""11-14岁"", ""文学""], [""图书"", ""童书"", ""开学必备""]]","出版10周年荣誉纪念,全系列36册尽揽所有，重装改版，全面升级，其中多篇被选入各地中小学教材，获奖无数，至臻精品，一生典藏！  "
没头脑和不高兴（注音版）（简单的故事，不简单的道理）,http://img3m2.ddimg.cn/27/33/25060392-1_l_6.jpg,191244.0,100%,任溶溶原著 上海美术电影制片厂摄制,2017-10-01,南方出版社,¥10.00,¥20.00,5.0折,,http://product.dangdang.com/25060392.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787550134645""]","[[""图书"", ""童书"", ""动漫/卡通"", ""卡通""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""经典必读""]]",没头脑做什么都打个折扣，不高兴总是任着自己的性子来，这俩活宝真是让人笑破了肚皮。任溶溶担纲动画编剧，构思巧妙，寓教于乐，简单的笔触，不简单的道理。上海美影厂授权出版，好习惯要从小养成，拼音认读，画面精  
汤姆・索亚历险记（批判现实主义作家马克・吐温代表作之一，以自由欢快的田园生活，引发孩子对自由的思考。精美插图）,http://img3m7.ddimg.cn/17/35/26444897-1_l_37.jpg,89325.0,100%,（美）马克・吐温，姚锦�F译，小当当童书馆出品,2018-12-01,安徽教育出版社,¥11.70,¥24.80,4.7折,,http://product.dangdang.com/26444897.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787533687571""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",以欢快的笔调，描写少年儿童自由活泼的心灵（新老版本随机发）  
森林报 快乐读书吧 四年级下册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 24000多名读者热评！,http://img3m4.ddimg.cn/32/34/27898034-1_l_25.jpg,47566.0,100%,（苏）维 比安基,2019-06-01,南方出版社,¥14.60,¥32.80,4.5折,,http://product.dangdang.com/27898034.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787550154735""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]",新老版本任意发货  
神奇校车・图画书版（全12册，新增科学博览会1册）,http://img3m8.ddimg.cn/82/19/25252408-1_l_82.jpg,1728052.0,99.9%,"(美)乔安娜柯尔 著 ,(美)布鲁斯・迪根 图",2018-05-10,贵州人民出版社,¥99.00,¥198.00,5.0折,,http://product.dangdang.com/25252408.html,"[""开 本：大16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787221125224""]","[[""图书"", ""童书"", ""科普/百科"", ""科普""], [""图书"", ""童书"", ""3-6岁"", ""科普/百科""], [""图书"", ""童书"", ""科学认知""]]",用孩子喜欢的方式讲自然科学！和卷毛老师一起出发，搭乘神奇校车，在一次次不可思议的神奇之旅中，带孩子们体验原理、学会操作、懂得思考、爱上科学。情节惊险刺激，语言生动爆笑，知识清晰严谨。（蒲公英童书馆）  
失明症漫记（诺奖得主萨拉马戈传世之作！一旦对他人的苦难视而不见，苦难就会在我们中间蔓延。）（读客彩条外国文学文库）,http://img3m2.ddimg.cn/14/7/29444792-1_l_25.jpg,59234.0,100%,[葡]若泽・萨拉马戈（José Saramago）；范维信 译；读客文化 出品,2022-07-26,河南文艺出版社,¥33.00,¥66.00,5.0折,¥29.99,http://product.dangdang.com/29444792.html,"[""开 本：32开"", ""纸 张：纯质纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787555913689""]","[[""图书"", ""小说"", ""外国小说"", ""其他国家""]]",诺贝尔文学院评选“所有时代百部世界文学佳作”。萨拉马戈100周年诞辰纪念版！已发行300多个版本。诺奖授奖词：萨拉马戈用想象力、同情心和反讽所维系的寓言，持续不断地触动我们。读客熊猫君出品  
