书名,图片,评论数,推荐量,作者,出版日期,出版社,售价,原价,折扣,电子书价格,详情页
梁实秋：人生难得开口笑（虽然辛苦，也要笑着过这滚烫的一生。文坛幽默大师梁实秋诞辰一百二十周年全彩纪念！）,http://img3m6.ddimg.cn/9/29/29416176-1_l_20.jpg,19164,100%,梁实秋,2022-07-01,中国致公出版社,¥22.50,¥45.00,5.0折,,http://product.dangdang.com/29416176.html
水浒传 四大名著 五年级下册推荐阅读(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 110000多名读者热评！,http://img3m5.ddimg.cn/44/14/22800635-1_l.jpg,153169,99.8%,(明) 施耐庵，（明）罗贯中，,2021-06-01,时代文艺出版社,¥4.50,¥14.80,3.0折,,http://product.dangdang.com/22800635.html
寄小读者(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 13000多名读者热评！,http://img3m8.ddimg.cn/74/19/23181518-1_l.jpg,182905,99.9%,冰心著,2021-06-01,南方出版社,¥5.00,¥15.80,3.2折,,http://product.dangdang.com/23181518.html
没头脑和不高兴（任溶溶编著彩色注音版）,http://img3m2.ddimg.cn/18/36/25302042-1_l_6.jpg,102357,100%,任溶溶等 编著 上海美术电影制片厂出品,2018-07-01,安徽少年儿童出版社,¥12.50,¥25.00,5.0折,,http://product.dangdang.com/25302042.html
嘭，一个大大的梨,http://img3m6.ddimg.cn/73/16/29411686-1_l_5.jpg,12774,100%,（丹） 雅各布・马丁・斯特里德 著， 李嘉芳 译,2016-07-01,贵州人民出版社,¥39.00,¥78.00,5.0折,,http://product.dangdang.com/29411686.html
爱丽丝漫游奇境 快乐读书吧 六年级下册推荐阅读(中小学生课外阅读指导丛书)彩插无障碍阅读 智慧熊图书,http://img3m0.ddimg.cn/53/21/28990520-1_l.jpg,3703,100%,（英）刘易斯 卡罗尔,2020-07-01,商务印书馆,¥10.20,¥22.80,4.5折,,http://product.dangdang.com/28990520.html
如果历史是一群喵10・宋辽金夏篇,http://img3m3.ddimg.cn/41/32/29392943-1_l_14.jpg,102379,100%,肥志编绘，漫友文化出品,2022-04-01,广东旅游出版社,¥40.66,¥59.80,6.8折,,http://product.dangdang.com/29392943.html
小狗钱钱（附赠免费亲子财商课+理财秘籍思维导图）,http://img3m1.ddimg.cn/96/4/29177871-1_l_15.jpg,339872,100%,博多・舍费尔,2021-01-20,中信出版社,¥19.90,¥39.80,5.0折,,http://product.dangdang.com/29177871.html
昆虫备忘录（统编小学语文教科书同步阅读书系）,http://img3m7.ddimg.cn/43/28/27918637-1_l.jpg,16307,100%,汪曾祺,2019-08-01,长江文艺出版社,¥9.90,¥22.00,4.5折,,http://product.dangdang.com/27918637.html
银火箭少年科幻系列・第1辑（8册。“雨果奖”得主、三体作者刘慈欣主编，套装内作者作品曾获银河奖特等奖等多项国际大奖）,http://img3m2.ddimg.cn/46/31/25259302-1_l_25.jpg,675103,100%,刘慈欣、[英]赫伯特・乔治・威尔斯、[英]玛丽・雪莱等 著，小当当童书馆 出品,2018-04-02,浙江教育出版社,¥125.40,¥256.00,4.9折,,http://product.dangdang.com/25259302.html
bibi动物园：忍不住想打扰你（超人气原创治愈小漫画！随手一翻，嘴角一弯。2100万人点赞，阅读量超5亿！）,http://img3m8.ddimg.cn/5/29/29292818-1_l_11.jpg,74066,100%,bibi 园长 著 ， 新经典   出品,2021-09-01,南海出版公司,¥35.20,¥49.00,7.2折,¥29.40,http://product.dangdang.com/29292818.html
小猪唏哩呼噜(彩色注音版上下),http://img3m0.ddimg.cn/5/15/29325290-1_l_5.jpg,170434,99.9%,孙幼军,2021-11-01,春风文艺出版社,¥30.00,¥60.00,5.0折,,http://product.dangdang.com/29325290.html
国际大奖小说・升级版--苹果树上的外婆,http://img3m1.ddimg.cn/69/24/25074591-1_l_13.jpg,291738,100%,(奥)米拉・洛贝,2011-01-01,新蕾出版社,¥11.00,¥20.00,5.5折,,http://product.dangdang.com/25074591.html
外婆,http://img3m0.ddimg.cn/53/18/24180110-1_l_6.jpg,22483,100%,伍剑,2017-02-01,长江少年儿童出版社,¥10.50,¥25.00,4.2折,,http://product.dangdang.com/24180110.html
花婆婆――清华附小推荐的经典绘本！美国国家图书奖作品！,http://img3m0.ddimg.cn/92/17/28479620-1_l_14.jpg,549118,99.6%,文/图:芭芭拉库尼，启发童书馆 出品,2019-11-11,河北教育出版社,¥19.90,¥39.80,5.0折,,http://product.dangdang.com/28479620.html
简・爱(《语文》推荐阅读丛书 人民文学出版社),http://img3m0.ddimg.cn/90/9/25283700-1_l_8.jpg,95158,100%,（英国）夏洛蒂・勃朗特,2018-06-01,人民文学出版社,¥21.00,¥45.00,4.7折,¥23.00,http://product.dangdang.com/25283700.html
红星照耀中国  青少版 八年级上册 人民文学出版社 团购电话4001066666转6,http://img3m8.ddimg.cn/61/18/25100818-1_l_15.jpg,806289,100%,埃德加・斯诺 著；董乐山 译,2017-06-01,人民文学出版社,¥14.80,¥33.00,4.5折,,http://product.dangdang.com/25100818.html
皮特猫・3~6岁好性格养成书：第一辑（共6册）（乐观、积极、开朗…荣获多项大奖的好性格榜样）新老版随机发货,http://img3m4.ddimg.cn/13/31/25298374-1_l_22.jpg,372014,100%,(美)艾瑞克・利温等 著；彭懿等译；读客文化 出品,2018-07-01,文汇出版社,¥69.90,¥139.90,5.0折,,http://product.dangdang.com/25298374.html
显微镜下的大明（马伯庸著，全新明朝历史书）,http://img3m9.ddimg.cn/39/28/26439969-1_l_12.jpg,168489,100%,"马伯庸 著,博集天卷 出品",2019-01-01,湖南文艺出版社,¥26.00,¥52.00,5.0折,¥26.00,http://product.dangdang.com/26439969.html
中华上下五千年(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 近30万多名读者热评！,http://img3m6.ddimg.cn/68/19/23197946-1_l_35.jpg,328215,99.9%,邵珠磊编写,2021-04-01,南方出版社,¥5.80,¥15.80,3.7折,,http://product.dangdang.com/23197946.html
这世界很好，但你也不差（打破满意度低幸福感差，这世界真叫人疲倦的死循环。万特特全新作品，《这世界很烦，但你要很可爱》姊妹篇）,http://img3m6.ddimg.cn/90/34/29272806-1_l_48.jpg,92918,100%,万特特,2021-08-01,新世界出版社,¥24.50,¥49.00,5.0折,,http://product.dangdang.com/29272806.html
折枝：古风作家困倚危楼内地首次正式出版作品,http://img3m3.ddimg.cn/31/35/23986543-1_l_17.jpg,12021,99.9%,困倚危楼著；力潮文创 出品,2016-07-01,世界知识出版社,¥16.40,¥29.80,5.5折,,http://product.dangdang.com/23986543.html
十二生肖的故事――首届丰子恺儿童图画书奖得主  赖马作品！,http://img3m1.ddimg.cn/76/12/28519501-1_l_12.jpg,182305,100%,文/图：赖马，启发童书馆 出品,2020-03-28,河北教育出版社,¥20.40,¥45.80,4.5折,,http://product.dangdang.com/28519501.html
画给孩子的中国历史 : 精装彩绘本（地图里的上下五千年，孩子拿起来就放不下。）,http://img3m7.ddimg.cn/96/8/28541697-1_l_17.jpg,276715,100%,柳萍著 知书达礼 出品,2020-04-01,吉林美术出版社,¥38.90,¥58.00,6.7折,,http://product.dangdang.com/28541697.html
课文作家作品系列 胖乎乎的小手 一年级下册 望安著（语文教材配套、教材编者选编、名家经典阅读、课文作家面对面）人民教育出版社 团购电话:4001066666转6,http://img3m0.ddimg.cn/16/18/29194720-1_l_5.jpg,27941,100%,望安 著，王林 主编,2020-04-01,人民教育出版社,¥17.90,¥21.00,8.5折,,http://product.dangdang.com/29194720.html
绿山墙的安妮（少年儿童的经典成长故事，哈利・波特系列译者之一马爱农翻译）,http://img3m4.ddimg.cn/31/4/25061584-1_l_21.jpg,136841,100%,[加]露西・蒙哥马利 著   马爱农  译,2017-04-01,浙江工商大学出版社,¥12.60,¥28.00,4.5折,,http://product.dangdang.com/25061584.html
小镇喧嚣：一个乡镇政治运作的演绎与阐释,http://img3m0.ddimg.cn/11/13/25220360-1_l_3.jpg,29231,100%,吴毅,2018-02-01,生活书店出版有限公司,¥40.80,¥68.00,6.0折,,http://product.dangdang.com/25220360.html
中国历代政治得失(新版),http://img3m4.ddimg.cn/83/19/29149544-1_l_10.jpg,121522,99.9%,钱穆,2020-11-01,生活.读书.新知三联书店,¥26.50,¥42.00,6.3折,,http://product.dangdang.com/29149544.html
在峡江的转弯处：陈行甲人生笔记 （当当专享亲笔信，南方周末、万圣书园2021十大好书）,http://img3m0.ddimg.cn/23/0/29355800-1_l_18.jpg,3944,99.9%,陈行甲,2022-01-01,人民日报出版社,¥24.00,¥48.00,5.0折,,http://product.dangdang.com/29355800.html
海蒂怀孕大百科（全新第5版，  百万育儿大V大J小D、年糕妈妈推荐！）,http://img3m4.ddimg.cn/62/35/27380294-1_l_7.jpg,129344,99.9%,（美）海蒂・麦考夫，（美）莎伦・梅泽尔 著，新经典 出品,2019-04-01,南海出版公司,¥34.00,¥68.00,5.0折,¥33.99,http://product.dangdang.com/27380294.html
青铜葵花正版曹文轩纯美小说7-8-9-10-12岁草房子系列儿童文学校园青少年版四五六年级下册小学生课外阅读书籍全套原版完整版,http://img3m2.ddimg.cn/41/5/23949032-1_l_14.jpg,476937,99.9%,曹文轩,2016-04-01,江苏少年儿童出版社,¥9.60,¥22.00,4.4折,,http://product.dangdang.com/23949032.html
一年级大个子二年级小个子（注音版）,http://img3m1.ddimg.cn/56/23/22891331-1_l_13.jpg,370952,99.9%,(日)古田足日,2012-06-01,接力出版社,¥14.90,¥19.80,7.5折,,http://product.dangdang.com/22891331.html
笠翁对韵 全本 中华经典儿童启蒙 注音+注释+典故 每日诵读十分钟 打好国学基本功（超30万读者好评！）,http://img3m7.ddimg.cn/46/22/23630257-1_l_34.jpg,353473,99.8%,(清) 李渔 著，高高国际 出品,2015-01-01,中国文史出版社,¥6.50,¥18.00,3.6折,,http://product.dangdang.com/23630257.html
悠悠岁月（2022年诺贝尔文学奖得主安妮・埃尔诺作品）,http://img3m0.ddimg.cn/1/14/29256580-1_l_8.jpg,48561,99.9%,（法）安妮・埃尔诺（AnnieErnaux） 著 吴岳添 译,2021-05-01,人民文学出版社,¥23.50,¥39.00,6.0折,,http://product.dangdang.com/29256580.html
外婆的道歉信（外婆说，要大笑要做梦要与众不同。人生是一场伟大的冒险。销量突破100万册。随书附赠一封神秘道歉信）,http://img3m1.ddimg.cn/77/0/25072421-1_l_37.jpg,621358,99.9%,[瑞典]弗雷德里克・巴克曼，译者 孟汇一，果麦文化 出品,2017-05-01,天津人民出版社,¥21.00,¥42.00,5.0折,¥12.99,http://product.dangdang.com/25072421.html
秋园（女性版《活着》，80岁素人作家不朽名篇，横扫国内十二项文学大奖）,http://img3m6.ddimg.cn/56/10/28535816-1_l_13.jpg,71382,100%,杨本芬 |乐府文化,2020-06-01,北京联合出版有限公司,¥27.30,¥38.00,7.2折,¥26.60,http://product.dangdang.com/28535816.html
中国科普名家名作・数学故事专辑(典藏版）―― 奇妙的数王国,http://img3m7.ddimg.cn/51/31/29378697-1_l_1.jpg,224482,98.7%,李毓佩,2022-02-01,中国少年儿童出版社,¥12.50,¥25.00,5.0折,,http://product.dangdang.com/29378697.html
敦煌奇幻旅行记 （套装全3册）,http://img3m0.ddimg.cn/37/13/29285920-1_l_9.jpg,45518,100%,常怡,2021-08-23,中信出版社,¥47.30,¥105.00,4.5折,,http://product.dangdang.com/29285920.html
快乐读书吧四年级下（4册）米伊林十万个为什么+灰尘的旅行+看看我们的地球+人类起源的演化过程 名师教你读经典 小学语文教材推荐同步课外阅读书目,http://img3m7.ddimg.cn/73/36/29370007-1_l_2.jpg,384,100%,(苏) 米・伊林/著,2020-08-01,北京教育出版社,¥41.10,¥105.40,3.9折,,http://product.dangdang.com/29370007.html
正面管教(修订版),http://img3m0.ddimg.cn/64/6/23990140-1_l_46.jpg,2016083,100%,[美] 简・尼尔森,2016-07-01,北京联合出版公司,¥18.80,¥38.00,4.9折,,http://product.dangdang.com/23990140.html
今天我是升旗手（少年中国成长系列，传递民族自豪感，滋养孩童的家国意识和集体荣誉感）,http://img3m5.ddimg.cn/92/28/27918785-1_l_27.jpg,19035,100%,黄蓓佳 著；小当当童书馆 出品,2019-08-01,民主与建设出版社,¥15.70,¥32.00,4.9折,,http://product.dangdang.com/27918785.html
四季的变化:科普认知绘本(全4册),http://img3m2.ddimg.cn/19/5/27860302-1_l_47.jpg,102919,100%,谢茹  著: 高凯  绘.,2019-04-01,天地出版社,¥19.70,¥68.00,2.9折,,http://product.dangdang.com/27860302.html
新版林格伦作品选集・美绘版―― 长袜子皮皮,http://img3m3.ddimg.cn/50/33/29277023-1_l_3.jpg,282026,100%,阿斯特丽德・林格伦,2021-08-01,中国少年儿童出版社,¥17.50,¥35.00,5.0折,,http://product.dangdang.com/29277023.html
一粒种子的旅行,http://img3m1.ddimg.cn/32/34/25073861-1_l_26.jpg,280415,99.8%,（德）安妮・默勒 著， 爱心树童书  出品,2017-06-01,南海出版公司,¥24.10,¥35.00,6.9折,,http://product.dangdang.com/25073861.html
刘擎西方现代思想讲义（奇葩说导师、得到App主理人刘擎讲透西方思想史，马东、罗振宇、陈嘉映、施展力荐）,http://img3m1.ddimg.cn/78/18/29180031-1_l_28.jpg,124410,100%,刘擎 著; 得到图书 出品,2021-01-17,新星出版社,¥43.20,¥79.00,5.5折,,http://product.dangdang.com/29180031.html
5%的改变(只要改变5%，生活就有新的可能！心理学家李松蔚教你用微小的行动突破困境),http://img3m6.ddimg.cn/14/11/29416676-1_l_18.jpg,15515,100%,李松蔚，果麦文化 出品,2022-06-01,四川文艺出版社,¥24.90,¥49.80,5.0折,,http://product.dangdang.com/29416676.html
爱的教育 快乐读书吧 六年级上册推荐阅读(中小学生课外阅读指导丛书)彩插无障碍阅读 智慧熊图书,http://img3m7.ddimg.cn/71/34/28981727-1_l_21.jpg,15084,100%,(意)亚米契斯,2020-06-01,商务印书馆,¥8.40,¥21.80,3.9折,,http://product.dangdang.com/28981727.html
皮特猫・3~6岁好性格养成书：共四辑（套装1~4辑）（乐观、积极、开朗…荣获多项大奖的好性格榜样）新老版随机发货,http://img3m3.ddimg.cn/2/17/25323113-1_l_23.jpg,526273,100%,"詹姆斯・迪安等 著；彭懿,余治莹等 译；读客文化 出品",2018-08-17,文汇出版社,¥279.80,¥559.60,5.0折,,http://product.dangdang.com/25323113.html
不爱说话的十一岁・纽伯瑞儿童文学奖金奖（写尽8~12岁孩子的心事！孩子到了有心事的年纪，只需要倾听、倾听和倾听）,http://img3m0.ddimg.cn/28/20/28554400-1_l_8.jpg,44814,100%,[菲]艾琳.恩瑞达.凯莉 著；读客文化 出品,2020-05-31,文汇出版社,¥17.90,¥35.80,5.0折,,http://product.dangdang.com/28554400.html
长辫子老师漫读必背古诗文130篇（统编版・小学卷）,http://img3m2.ddimg.cn/81/12/28543662-1_l_3.jpg,19718,100%,郭学萍,2020-04-17,西安电子科技大学出版社,¥72.80,¥109.00,6.7折,,http://product.dangdang.com/28543662.html
爸爸的声音  最好的胎教（汉竹）,http://img3m0.ddimg.cn/59/28/23785700-1_l_9.jpg,167890,99.9%,汉竹　著,2016-01-01,江苏科学技术出版社,¥18.10,¥39.80,4.5折,,http://product.dangdang.com/23785700.html
方素珍作品精选：我有友情要出租（注音版）,http://img3m2.ddimg.cn/62/29/28990232-1_l_13.jpg,15629,100%,方素珍 著   郝洛玟等 绘,2020-07-01,新疆青少年出版社,¥12.50,¥25.00,5.0折,,http://product.dangdang.com/28990232.html
亲密关系：通往灵魂的桥梁（新版）：杨天真推荐，这本书告诉我们如何穿透自我障碍，用爱酿造幸福秘方,http://img3m6.ddimg.cn/58/8/26490676-1_l_7.jpg,814365,99.9%,"（加）克里斯多福・孟 著,博集天卷 出品",2019-04-01,湖南文艺出版社,¥21.90,¥45.00,4.9折,¥7.19,http://product.dangdang.com/26490676.html
中国古典文学四大名著（青少版，依原著改写，适合小学高年级和初中生阅读）,http://img3m0.ddimg.cn/39/16/24000510-1_l_20.jpg,69127,99.9%,"(明) 罗贯中,(明)施耐庵, (明) 罗贯中（清）曹雪芹 著;富强 改编",2016-07-20,安徽教育出版社,¥43.70,¥97.00,4.5折,,http://product.dangdang.com/24000510.html
人生没什么不可放下：弘一法师的人生智慧（弘一法师彻悟一生的人生真谛，帮你重遇未知的自己，逆袭人生！）,http://img3m3.ddimg.cn/64/12/23394853-1_l_37.jpg,195253,99.8%,宋默 著，文通天下 出品,2014-01-01,团结出版社,¥8.80,¥32.80,2.7折,¥12.90,http://product.dangdang.com/23394853.html
信谊世界精选图画书-蚯蚓的日记,http://img3m9.ddimg.cn/54/27/29142189-1_l_11.jpg,61054,100%,[美] 朵琳・克罗宁 著；[美] 哈利・布里斯 绘；陈宏淑 译,2013-04-01,明天出版社,¥28.70,¥42.80,6.7折,,http://product.dangdang.com/29142189.html
柳林风声(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 55000多名读者热评！,http://img3m8.ddimg.cn/58/25/23349208-1_l_32.jpg,86578,100%,（英）格雷厄姆,2013-09-01,时代文艺出版社,¥6.90,¥15.80,4.4折,,http://product.dangdang.com/23349208.html
我的野生动物朋友：精装珍藏版,http://img3m9.ddimg.cn/81/5/29134989-1_l_14.jpg,169959,100%,"法) 蒂皮・德格雷 著, (法) 阿兰・德格雷 (法) 茜尔维・罗伯特 图,袁筱一 译",2020-10-01,接力出版社,¥54.00,¥108.00,5.0折,,http://product.dangdang.com/29134989.html
小鸡球球触感玩具书:全5册（升级点读版，纸板书、触摸发声书、翻翻书、洞洞书）,http://img3m2.ddimg.cn/42/36/29353542-1_l_10.jpg,470424,99.9%,作绘者：[日]入山 智  译者：崔维燕,2022-01-18,新星出版社,¥143.00,¥325.00,4.4折,,http://product.dangdang.com/29353542.html
彩虹色的花,http://img3m1.ddimg.cn/7/9/25311931-1_l_6.jpg,321505,100%,麦克?格雷涅茨,2018-07-01,二十一世纪出版社,¥20.20,¥46.00,4.4折,,http://product.dangdang.com/25311931.html
